,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1510235,213560,2020-09-04 22:54:39,3576021480694169,"fraud_Schmeler, Bashirian and Price",shopping_net,2.71,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,cc0045e86dd519385b0107f1e98a1239,1378335279,39.861646,-95.048168,0
1788818,492143,2020-12-17 23:02:32,3550554389581384,fraud_Leannon-Nikolaus,travel,523.94,Ryan,Foster,M,03921 Cole Mission Suite 882,Hampton,FL,32044,29.8575,-82.1483,2060,Oncologist,1983-11-10,98055aa38eda4d8f696a482b22c6d6a3,1387321352,30.366316,-82.679755,0
1579165,282490,2020-10-05 00:05:17,4509142395811241,fraud_Rempel Inc,shopping_net,279.16,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,34548e474ea5763852ab4658a1b013ca,1380931517,31.393065000000004,-82.994901,0
87165,87165,2019-02-20 20:48:34,4839043708100390,"fraud_Hermiston, Russel and Price",food_dining,3.4,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,1999-06-28,dc1e132e2d54e873656878c697c9f1e9,1329770914,40.578184,-92.912142,0
1656059,359384,2020-11-07 23:51:21,4897067971111209737,fraud_Turner and Sons,shopping_pos,207.39,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,701ea4bc1a9e8b9b7f45081bc17c34ab,1383868281,28.060139000000003,-82.0223,0
1182210,1182210,2020-05-09 00:49:53,3514865930894695,"fraud_Gottlieb, Considine and Schultz",shopping_net,2.97,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,37120a687c1b31ef582a203c012f8440,1368060593,33.561184999999995,-105.584563,0
558869,558869,2019-08-26 06:12:36,3506042666828517,fraud_Lockman Ltd,grocery_pos,106.5,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,9c83c29e7eb36644997796237351bcfd,1345961556,38.166385,-81.71727800000001,0
1145809,1145809,2020-04-22 04:10:05,4761403817546679245,fraud_Kutch LLC,gas_transport,42.9,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,4bf44c4484f3705cad0cb45e84428ca7,1366603805,36.692259,-92.528562,0
703196,703196,2019-10-27 11:52:58,4727244663135968,fraud_Barrows PLC,shopping_pos,466.9,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,0ea035bc7d20c0de168959cdc99282ab,1351338778,30.249772,-86.956551,0
105793,105793,2019-03-02 16:03:26,4990494243023,fraud_Upton PLC,entertainment,48.02,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,434f8ae2deb914bf14ab3a418434f6d1,1330704206,40.561762,-78.553792,0
693468,693468,2019-10-22 20:11:37,38530489946071,fraud_Maggio-Fahey,misc_pos,7.96,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,ea6fe0bf80ae7592bf3f274aeb2df800,1350936697,35.060432,-81.704143,0
252035,252035,2019-05-05 21:14:25,3528407217576457,fraud_Terry Ltd,home,32.32,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,1987-02-14,86f7dee1cade928f2f09bc18e2958047,1336252465,37.244125,-82.882838,0
703225,703225,2019-10-27 12:05:42,3534330126107879,fraud_Feil-Morar,health_fitness,75.51,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,59747567d14a2b4b40ac4f534d800139,1351339542,44.89841,-109.089028,0
1325263,28588,2020-06-30 16:32:34,2383461948823908,fraud_Emmerich-Rau,personal_care,28.4,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,01c83d18a63e64077787a9497d74603f,1372609954,43.619711,-70.855828,0
177149,177149,2019-04-02 14:19:09,3563837241599446,fraud_Breitenberg LLC,travel,2.61,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,9bf33e4bb65321efb9d62d75206e2635,1333376349,44.482426,-123.725052,0
853723,853723,2019-12-16 02:16:07,3583635130604947,fraud_Durgan-Auer,misc_net,3.82,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,69c6d7733fee1b21c47909fbbf60b9d2,1355624167,40.687723,-74.402272,0
1101059,1101059,2020-04-03 01:50:17,502049568400,"fraud_Osinski, Ledner and Leuschke",grocery_pos,129.87,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1962-02-13,75b971c0da5ee04a55385ee6dcc081a3,1364953817,42.559731,-71.89771800000001,0
593296,593296,2019-09-08 20:16:48,4424338559877976,fraud_Lind-Buckridge,entertainment,108.9,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,1729ae296fe63d525af39b53229d4670,1347135408,41.169425,-83.08048000000001,0
1764362,467687,2020-12-12 21:55:31,3533800906065217,fraud_Padberg-Rogahn,entertainment,60.75,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,2a9c06acd8459a3d016b870edc5be7d2,1386885331,39.412364,-98.533173,0
1054643,1054643,2020-03-13 21:37:52,6011305591981276,fraud_Tillman LLC,travel,4.31,Daniel,Jones,M,290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",1959-06-06,5c3d1049bfd9f1882b52101c9c05d1f6,1363210672,34.241254999999995,-85.679034,0
1515391,218716,2020-09-07 04:35:38,36721445180895,fraud_Schamberger-O'Keefe,grocery_pos,162.44,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,a3658a4bd8d4a1d0ffc122c356cedb71,1378528538,43.311377,-74.490342,0
60715,60715,2019-02-05 10:49:03,180084576295055,fraud_Corwin-Gorczany,misc_net,454.19,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1970-01-18,6f84e64519bf395f916281dbbb26c8be,1328438943,28.071232,-96.006324,0
723852,723852,2019-11-04 21:25:58,372509258176510,fraud_Jast-McDermott,shopping_pos,7.76,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,e5486252407033efb65e4b1b45370e9b,1352064358,43.222407,-84.457799,0
111120,111120,2019-03-04 11:24:10,2348245054386329,fraud_Gibson-Deckow,entertainment,36.58,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,254535f4aec0728e20feb85a1db94179,1330860250,42.124551,-78.98935,0
579399,579399,2019-09-02 12:24:09,4897067971111209737,"fraud_Langworth, Boehm and Gulgowski",shopping_net,7.83,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,9ddd81f69e2ab4af50abcfd0dd294457,1346588649,28.626349,-82.733941,0
1314759,18084,2020-06-27 19:18:27,2264937662466770,"fraud_Mosciski, Ziemann and Farrell",shopping_net,8.59,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,61bda2694dac77e1d1f5c64099d28a04,1372360707,29.13328,-98.07282,0
956947,956947,2020-01-19 18:30:36,2576709887791552,fraud_Hilpert-Conroy,kids_pets,22.53,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,7cb2f391ce66de29a6d6c6c395206959,1358620236,32.6382,-117.451027,0
1286703,1286703,2020-06-17 00:01:20,4505383113689,"fraud_Bins, Balistreri and Beatty",shopping_pos,5.86,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,65d96be456a41f3b2f614d098e0bcfd1,1371427280,39.805565,-77.528936,0
1217000,1217000,2020-05-24 11:04:59,2720012583106919,fraud_Stamm-Witting,shopping_net,93.91,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,7e799c6c5718ef5529216cf50ceed3a6,1369393499,43.746503,-102.426867,0
227278,227278,2019-04-25 01:52:33,4839615922685395,fraud_Friesen Inc,shopping_pos,9.79,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,0d054430d3aeb8e576505bc16a79dfe0,1335318753,39.780157,-86.34852099999999,0
498126,498126,2019-08-04 21:10:02,2720433095629877,"fraud_Hauck, Dietrich and Funk",kids_pets,25.55,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,dc29d8243f06b27bc6b07ddf282e1294,1344114602,45.007948,-70.43235,0
538462,538462,2019-08-19 00:32:58,3526826139003047,fraud_Murray-Smitham,grocery_pos,135.04,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,8a62ef6387acfb0afb9bae242310cf64,1345336378,44.893291,-85.092272,0
196019,196019,2019-04-11 08:06:17,4179719215697782,fraud_Cartwright-Harris,grocery_pos,166.87,Belinda,Jimenez,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",1982-12-27,7b2bc058fe42f8fb043da0333d2f7ddc,1334131577,43.589288,-93.679413,0
1372109,75434,2020-07-17 16:44:07,2720433095629877,fraud_Zboncak Ltd,food_dining,7.21,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,c312067361a2ac0bf6e846c7510027a0,1374079447,43.909618,-69.14941999999999,0
285697,285697,2019-05-20 15:08:18,30364087349027,"fraud_Kihn, Brakus and Goyette",personal_care,2.9,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,2979f3e917e744ecd3d4f73c7f380b29,1337526498,36.191947,-96.927819,0
1270666,1270666,2020-06-11 23:42:17,4512828414983801773,fraud_Mohr Inc,shopping_pos,6.87,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,3cf337a376aa02ab7ae6cdd4d0d44722,1370994137,40.021002,-79.038363,0
983058,983058,2020-02-03 17:32:29,4908846471916297,fraud_Collier LLC,home,113.49,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,9e7d021a91a1fb840e8103e06328032e,1359912749,31.795446,-97.784921,0
178737,178737,2019-04-03 14:55:39,4476840372112,"fraud_Towne, Greenholt and Koepp",shopping_net,1.91,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,9f181eb576c71a55f257f36f0bee12e5,1333464939,33.960331,-86.034565,0
150881,150881,2019-03-22 16:42:11,3560697798177746,fraud_Botsford PLC,home,66.53,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1955-05-06,81dd080f4fbf0383e6d242750684bf60,1332434531,34.013944,-116.245951,0
175770,175770,2019-04-01 19:54:28,3551217896304745,fraud_Mohr Inc,shopping_pos,284.48,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,d21306b350c9ac2134a4d12c3d16ebcc,1333310068,45.139988,-75.048905,0
75289,75289,2019-02-13 21:04:02,6526955903501879,"fraud_Roberts, Ryan and Smith",personal_care,5.65,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,ae51a463066e01f46040ed9442dbe3ed,1329167042,25.575819,-81.974518,0
485135,485135,2019-07-31 09:14:34,3533012926413100,fraud_Huel Ltd,misc_net,9.99,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,5ab29d817faf8367a0e46fbcdd802949,1343726074,42.395534000000005,-75.341899,0
676538,676538,2019-10-15 00:55:40,38014427445058,"fraud_Bahringer, Schoen and Corkery",shopping_pos,5.02,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,2ef20f016c141d8e602cec73a8c92397,1350262540,43.185707,-90.190545,0
858939,858939,2019-12-16 22:33:25,4079773899158,fraud_Lind-Buckridge,entertainment,17.23,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,08d67a61ba6f6f7ee3d7879582257a75,1355697205,43.755094,-117.370044,0
1392485,95810,2020-07-24 20:22:58,4874006077381178,"fraud_Schaefer, Fay and Hilll",entertainment,35.15,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,638de215d39a2dea27fb831c15c8a451,1374697378,41.3548,-91.858033,0
169176,169176,2019-03-30 16:42:24,4788103653396,"fraud_Moore, Williamson and Emmerich",home,190.29,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",1941-07-31,6f697a398c8f03038827a7a699da0c03,1333125744,38.849253,-84.101835,0
517838,517838,2019-08-11 20:29:03,213114122496591,fraud_Gulgowski LLC,home,112.27,Jeremy,Perry,M,797 Jennifer Loop Suite 634,Minnesota Lake,MN,56068,43.8295,-93.8282,1087,Music tutor,1963-07-14,1f2c2f913098e77372af3eb04e29e3a2,1344716943,43.715506,-94.101319,0
696541,696541,2019-10-24 15:31:23,4855488158131690372,"fraud_Larkin, Stracke and Greenfelder",entertainment,66.45,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,3ef4d9c9c4ea00e40833e8c689a0ced0,1351092683,43.528356,-72.722526,0
496571,496571,2019-08-04 13:18:48,4301028321766222513,"fraud_Gutmann, McLaughlin and Wiza",home,73.29,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,1978-10-26,375ca831f546b0ba8bc382cc59aaf95a,1344086328,40.25613,-80.001581,0
1520115,223440,2020-09-08 16:20:15,3506042666828517,"fraud_Walter, Hettinger and Kessler",personal_care,9.79,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,7989464dbe18e74d0edd6c4f9f3f26bb,1378657215,37.56058,-81.196424,0
42544,42544,2019-01-26 10:53:32,344342339068828,fraud_Dickinson-Rempel,misc_pos,7.11,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,36db216a45789c99e79d7f4125591a8c,1327575212,32.252623,-81.70434399999999,0
1156106,1156106,2020-04-27 10:12:57,30082025922891,fraud_Herzog Ltd,misc_pos,78.03,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,6dc3eb2813d53d8ec79db48ac2a49371,1367057577,26.085625,-81.83109499999999,0
228063,228063,2019-04-25 13:54:27,4067137330196900,fraud_Jakubowski Inc,home,82.33,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,09e1e71509b0864755773e3e2b6bbdca,1335362067,33.066617,-86.95264399999999,0
624936,624936,2019-09-22 19:39:29,503874407318,fraud_Stiedemann Inc,misc_pos,85.91,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,695d3cef03a5b4c2a15b9ff3a19f1650,1348342769,29.516362,-98.051937,0
129704,129704,2019-03-12 13:02:42,30029052116970,fraud_Gerlach Inc,shopping_net,1108.79,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,15e4f6e83a4bf78a21561b6389bcce34,1331557362,41.459087,-79.141632,0
292558,292558,2019-05-24 05:45:29,675909898057,fraud_Padberg-Rogahn,entertainment,22.19,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,1964-03-16,69f9d1827400976ab7f3581c81441f6f,1337838329,41.037806,-73.668183,0
1838459,541784,2020-12-28 19:42:33,4560004149983868183,fraud_Schumm PLC,health_fitness,36.28,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,3c4b4e2cc2a82ed459f46f9c47348234,1388259753,39.492085,-104.780098,0
1523487,226812,2020-09-10 12:37:37,3553629419254918,fraud_Kilback LLC,food_dining,26.91,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,9c9f8dfd64483b4805044a76c14f3c4f,1378816657,48.809037,-123.211448,0
178830,178830,2019-04-03 15:59:09,3573030041201292,fraud_Daugherty-Thompson,food_dining,13.12,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,afcbeb94a1d72c01b66b7cb052d91683,1333468749,40.837018,-109.720894,0
870564,870564,2019-12-20 10:35:52,4134456652433447,"fraud_Lehner, Mosciski and King",misc_net,39.47,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,1961-11-07,4fc4e6a091300f9fe612c77e7d954b10,1355999752,40.329819,-74.71374899999999,0
1172779,1172779,2020-05-04 16:42:08,6511349151405438,fraud_Harris Group,food_dining,28.26,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,4e27c5a9a91acfc4cc9e865b545f2de9,1367685728,38.85416,-113.94342,0
471453,471453,2019-07-27 00:19:57,4092452671396169678,"fraud_Kerluke, Kertzmann and Wiza",misc_net,5.06,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,2644d3db0aeef70933dc24832cdba06d,1343348397,34.553541,-78.435153,0
395872,395872,2019-06-29 23:17:10,3596217206093829,fraud_Gaylord-Powlowski,home,11.85,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,629a2579be8f3302b8578f81d43f6796,1341011830,40.147411,-91.231005,0
839729,839729,2019-12-13 14:19:14,3551217896304745,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,127.54,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,98970174248c9c86c307bde4e76669f4,1355408354,44.844142,-74.117755,0
1281172,1281172,2020-06-15 15:42:20,343668971234893,fraud_Waelchi-Wolf,kids_pets,78.84,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,c2937a0034534e289988cc1ab3b425e7,1371310940,34.286311,-81.791327,0
286481,286481,2019-05-20 20:09:25,4292743669224718067,fraud_Flatley Group,misc_pos,4.76,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,aad9dba067350a875854c20c9e390cdd,1337544565,38.618675,-77.005127,0
1351275,54600,2020-07-10 07:03:46,4306586894261180,"fraud_Nienow, Ankunding and Collier",misc_pos,44.35,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,25e283eabd89e19445990057def12b9e,1373439826,39.840971,-88.21181899999999,0
186495,186495,2019-04-07 04:43:40,3556613125071656,fraud_Cummerata-Jones,gas_transport,42.6,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,4bbecd67143415bcf85b50a750bdf927,1333773820,28.465739000000003,-94.801914,0
1073159,1073159,2020-03-22 04:00:18,4683638447911,"fraud_Schultz, Simonis and Little",grocery_pos,93.43,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,b40dd83c7860bb7d9a7074f756439a83,1363924818,31.001193,-92.047705,0
739470,739470,2019-11-11 20:38:53,4277232699798846,fraud_Cummerata-Hilpert,entertainment,63.62,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,513a351a464f3b62686260c5b4da8ac2,1352666333,47.052652,-104.076614,0
271989,271989,2019-05-14 11:57:20,3560246577314524,fraud_McGlynn-Jaskolski,misc_pos,2.88,Sarah,Scott,F,03090 Fisher Forges Apt. 200,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,1930-10-21,e39c41c82802a1a2b3b802d0690b570d,1336996640,37.107594,-96.654245,0
1571517,274842,2020-10-01 11:09:34,2235613922823698,fraud_Lockman Ltd,grocery_pos,67.66,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,ba7b442d869a58b4bbd96713711b048f,1380625774,42.09639,-103.87555,0
1244038,1244038,2020-06-02 08:29:36,676275912597,fraud_Runolfsson and Sons,grocery_net,50.47,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,d02da52dafc4cd8f0567d77af914bb0a,1370161776,45.46805,-84.515439,0
1564355,267680,2020-09-28 11:46:04,4961003488432306,fraud_Bins-Rice,gas_transport,43.53,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,1966-05-10,3bbdd06717f917286c7d9754464ef0fe,1380368764,41.272575,-76.29106,0
1501109,204434,2020-08-31 22:54:58,3576021480694169,fraud_Weimann-Lockman,kids_pets,173.59,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,72e97576313137230188c4b08adca73d,1377989698,40.022281,-96.67385,0
881351,881351,2019-12-22 13:43:56,6573561108825071,fraud_Champlin-Casper,home,141.76,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,6e9640cb24ca4a7b956f03a0c641d26f,1356183836,35.479106,-95.822278,0
222566,222566,2019-04-22 15:11:20,3564182536169293,fraud_Fritsch LLC,travel,2.14,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,9d18cd7db7d71273b01d1acbf1b90ed7,1335107480,40.987029,-81.849637,0
87720,87720,2019-02-21 09:41:46,3527536963490470,"fraud_Streich, Hansen and Veum",gas_transport,42.54,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,02bdbbf6345b60addff982d7d9ae7ac3,1329817306,33.138348,-81.372875,0
99150,99150,2019-02-27 22:24:37,3527063666782582,"fraud_Cronin, Kshlerin and Weber",health_fitness,70.33,Amanda,Alexander,F,21810 James Mall,Camden,TX,75934,30.9,-94.7547,99,Colour technologist,1965-11-21,18fce75aa9efa64d2d0675d367cae7ce,1330381477,30.295881,-94.942583,0
482422,482422,2019-07-29 23:20:02,3518234918950662,fraud_Hudson-Grady,shopping_pos,3.99,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1970-09-11,1b6c0d9c5ffac47075c83e81430b20af,1343604002,34.293098,-97.013289,0
1190700,1190700,2020-05-12 07:28:36,30026790933302,"fraud_Schaefer, Maggio and Daugherty",gas_transport,75.37,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,12275f0f1727808bffa15e52a1684c8f,1368343716,33.379201,-90.231364,0
760760,760760,2019-11-22 00:04:55,4294040533480516,fraud_Harris Inc,gas_transport,51.75,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,fb65acf1b5cf62954b5ef76244dc29ee,1353542695,34.166028000000004,-82.196798,0
1668998,372323,2020-11-13 07:41:07,2720012583106919,fraud_Conroy-Cruickshank,gas_transport,74.97,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,60c00cd3ff03e57b90ee7880ec5c31c7,1384328467,44.114811,-101.687618,0
1162670,1162670,2020-04-29 21:52:23,4767265376804500,fraud_Swift PLC,kids_pets,34.21,Jennifer,Conner,F,4655 David Island,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,f3d8f66aa0c4f4b1bf98768a632d0e71,1367272343,40.818003,-74.676455,0
403819,403819,2019-07-02 00:31:51,2720894374956739,"fraud_Mosciski, Gislason and Mertz",grocery_pos,112.39,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,e293791cf0096393ccc5168628fe9530,1341189111,42.054498,-82.35117,0
1668308,371633,2020-11-12 21:40:47,6506982560413523,"fraud_Labadie, Treutel and Bode",shopping_net,9.16,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,1985-04-15,ad1184b0c24678fc7e290ec797baf8c7,1384292447,33.233346999999995,-93.085979,0
1184334,1184334,2020-05-10 03:21:58,38052002992326,fraud_Emard Inc,gas_transport,63.1,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,96e7aeb2f55b3c26961b62bd464a38d0,1368156118,29.779551,-94.083689,0
1802609,505934,2020-12-21 03:02:12,501802953619,fraud_Kris-Padberg,shopping_pos,1.51,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,eaa41e244bc0db26814355583f351cb9,1387594932,41.860053,-122.293424,0
